id	qihao	riqi	shunxu1	shunxu2	shunxu3	shunxu4	shunxu5	shunxu6	lan	hsorts	hmd5	amd5
1280	2011148	2011-12-18	26	23	22	25	5	14	14	5,14,22,23,25,26	2bf663b55e4823c9b97596a6a2357ba9	f1890ad3b36e1064225c3fef7abe6014
1281	2011149	2011-12-20	5	31	6	23	4	7	16	4,5,6,7,23,31	5005b04020f1e52337f2989fd0402a99	9450cff2608e09a430a17aea8259a0c9
1282	2011150	2011-12-22	8	10	27	22	12	15	13	8,10,12,15,22,27	f61378ee703bc66904022261d78e3432	b9268e55219605a63b9997bbe3f70e05
1283	2011151	2011-12-25	31	7	11	16	33	19	10	7,11,16,19,31,33	3df39db6e1eed8b610a413811a0169f3	64d2e01888e3494668874e5fdce877b6
1284	2011152	2011-12-27	12	4	26	11	21	10	13	4,10,11,12,21,26	d9be77dd5ba2d34d3d912aa2cd4487ae	540019f2181fe7ba19bef6de448fe593
1285	2011153	2011-12-29	10	25	5	9	8	20	13	5,8,9,10,20,25	3bb2a145c33cfe356cd183ffefd42eb6	f4c00b2e9f809acaf85af9b3d0ce9270
1286	2012001	2012-01-01	4	5	15	1	9	17	6	1,4,5,9,15,17	2814d4e0905e73dfbd1b5efe17598a2d	ec7568bd09ded6ee9e7444605380fbfb
1287	2012002	2012-01-03	32	3	7	2	10	9	13	2,3,7,9,10,32	a6b02910bf375d50edb89008c79d851b	7410de4ece9a1843579649dc8ba9a869
1288	2012003	2012-01-05	24	8	6	31	3	29	9	3,6,8,24,29,31	1c02c27c99b46009c12e51cc0e2c2346	8661dcd48196fa279679453a0030f40e
1289	2012004	2012-01-08	1	11	23	10	5	21	16	1,5,10,11,21,23	913598175514d4c0a1a0996d25a9df04	c72dee1ef674bf9fe1a7f3f4af38bcf5
1290	2012005	2012-01-10	7	31	27	33	18	9	6	7,9,18,27,31,33	9eceb876040f45c095498dbe33c7bb71	f17a06a3b67c55cc81b3eecf7c66bab6
1291	2012006	2012-01-12	22	25	2	29	32	33	8	2,22,25,29,32,33	2817c602fbbde96491a9cee0fb68cd17	35a0dd881f11e4b8b777d79d2134f73b
1292	2012007	2012-01-15	19	32	28	17	10	27	4	10,17,19,27,28,32	8871b06642a3406c0a85dff1bee4e2f5	41e6dfeab2e21bb5b89c30040c37df0e
1293	2012008	2012-01-17	29	20	1	12	23	24	8	1,12,20,23,24,29	c8a4304df2da37996ceefcb06af57676	45c8b314364189746c20eb5aa030f8fc
1294	2012009	2012-01-19	27	24	16	4	33	26	11	4,16,24,26,27,33	fa0e6c9101f563afd92756562b800bf8	1309cfdefeb23c5a7fb45cfc587955f2
1295	2012010	2012-01-29	13	3	25	19	1	26	10	1,3,13,19,25,26	0ee27a57c65c64af02eb7e4949643ced	89fdb030fbae648876af70be2321ac6a
1296	2012011	2012-01-31	14	15	20	26	16	4	5	4,14,15,16,20,26	8fefb9f7fdce4d0fc764514295f7ce68	938f9181bcacac2fefa49aaed598d574
1297	2012012	2012-02-02	15	17	27	18	23	20	1	15,17,18,20,23,27	c74c90aca95db26fcc6b20f847c4865c	da5b2d05bb47acb3a04248f987b14e8d
1298	2012013	2012-02-05	24	6	30	8	32	29	13	6,8,24,29,30,32	e6c8e31217d34718085a296ff234c982	56ada872c26e0daf29035a0d86b2c5e5
1299	2012014	2012-02-07	1	5	28	30	2	16	12	1,2,5,16,28,30	7e172bc49bb6699d25954b2650d97a75	0ef8bcc5d6a4347a469d944deab8a689
1300	2012015	2012-02-09	3	1	21	10	23	6	15	1,3,6,10,21,23	2bcbaed4d9c054f0ee6441dd6e9fc662	ecf58d3543170dd09a804d796e4a1e49
1301	2012016	2012-02-12	22	17	12	25	2	5	8	2,5,12,17,22,25	247f2db3de0e2371f86f64b689415424	cbf329d6a9c296f91e6c859263141501
1302	2012017	2012-02-14	28	25	19	9	6	14	10	6,9,14,19,25,28	e22b60a6511eb4166ae212156b3866a3	22a3530149c4a3bc216ecbdfed50e386
1303	2012018	2012-02-16	22	26	5	32	6	3	15	3,5,6,22,26,32	90a0ef594a512cc4623af41501e60bdc	ed1a89e275b8a4a2ba460de7f68688f3
1304	2012019	2012-02-19	30	22	7	20	18	14	16	7,14,18,20,22,30	45576709915e15742144eeb957854c06	1ea725bb7815890c49d3f9b81da08495
1305	2012020	2012-02-21	12	3	23	29	18	8	11	3,8,12,18,23,29	d7ec4b108da491fcbefdf1e6a29ab633	2c0fe849e970788c0013fd47df9c7cc6
1306	2012021	2012-02-23	1	18	30	22	15	16	3	1,15,16,18,22,30	38b09ad3d5ac6ed6ee0dd3a6558e947c	48311e9c6d6f0c8abdc988276c00869c
1307	2012022	2012-02-26	26	8	12	27	24	4	4	4,8,12,24,26,27	82855e204b3b1ee9f1790ba7a8ca5763	afedffa5d6521c78c706ac6d2fa48334
1308	2012023	2012-02-28	9	15	23	33	5	24	2	5,9,15,23,24,33	bac218c32506969562f343f808800025	426ef520cb7183ff803cf509fac8bfdf
1309	2012024	2012-03-01	25	28	4	12	19	21	13	4,12,19,21,25,28	cc0747d4fdf4b27b458a2c9af786d40e	f8e60ce5d40447da292f10f4a4d46768
1310	2012025	2012-03-04	25	3	9	27	8	17	6	3,8,9,17,25,27	1497083347d023fd0f16d5e8b553cc2c	27344b59a02483f9a89b551314dbc833
1311	2012026	2012-03-06	3	25	15	9	24	7	16	3,7,9,15,24,25	97e0d107321a3aab18b89a72e6d81faf	5b7a22eba4346fc55ff72094d20901ce
1312	2012027	2012-03-08	25	30	22	31	16	4	12	4,16,22,25,30,31	bf4bc4f6f696dc57ee315831e93ec248	cd843fc56342def98d4b2d7819c7dd0d
1313	2012028	2012-03-11	30	15	10	28	21	20	11	10,15,20,21,28,30	aba154d981fb010e01164983c6d9cb7f	61b183c8f94a4dfe16e9b58eea464d30
1314	2012029	2012-03-13	7	25	26	15	4	28	3	4,7,15,25,26,28	b1e9c03725a0991b056639fe365e4233	4acc6623474adf4b439d782f15c9cd7a
1315	2012030	2012-03-15	18	21	31	10	9	17	8	9,10,17,18,21,31	50030a3532e673f5258e21f9492dc0c0	e52eb66721f6ed85d73cb07a9740aa8d
1316	2012031	2012-03-18	22	4	24	31	27	16	3	4,16,22,24,27,31	c5047c73360f1a2c36160a7de12ad385	69d1e11b65424c21c882dd95cfc9d121
1317	2012032	2012-03-20	2	24	10	22	17	1	4	1,2,10,17,22,24	c600b8e51cf1b82742869e91ca5fe5ca	a4d8a3f109841f8d94ce16924d420d4c
1318	2012033	2012-03-22	27	16	3	17	15	2	4	2,3,15,16,17,27	483921ea2f50bacae4cf73ba2019ccda	fffbef8f780a08f9127135e35a99ecc6
1319	2012034	2012-03-25	2	23	33	3	8	32	16	2,3,8,23,32,33	33e86a49ffb0791712f92673e68e76e1	d99af908d9465d57e452723f710aac93
1320	2012035	2012-03-27	24	12	11	21	26	9	5	9,11,12,21,24,26	ff0b1884a1610c9efd0a302b38aecafb	17eb12e6acfcd5d6a39bc218bfb870c7
1321	2012036	2012-03-29	2	19	26	11	18	13	9	2,11,13,18,19,26	e6c2133e006429b0fe292e2eb2fc5bf5	137050a0c1709cfb1f34afe4336f78b3
1322	2012037	2012-04-01	24	19	14	5	28	33	9	5,14,19,24,28,33	727ceeecbdaad050a8f4caec4f8b67f1	2a9cf700521146bcc115dab506760fa1
1323	2012038	2012-04-03	15	19	11	9	33	10	16	9,10,11,15,19,33	d4b9807730e9d2c5d36224ae1e39a556	d558b86f9b102757b67a025b4d13aae0
1324	2012039	2012-04-05	2	22	1	29	13	5	8	1,2,5,13,22,29	30e0d5c82ffab2ed741896937d4c1c4f	861e34821b250479e7350951ca62e522
1325	2012040	2012-04-08	22	9	31	8	25	3	10	3,8,9,22,25,31	27001762f6a9cf598706026d924c5cf6	f691ae966fc64f9def5a7d720175b0bd
1326	2012041	2012-04-10	20	24	8	32	11	15	2	8,11,15,20,24,32	c3d74eff91695181ddd54c94eca09cfe	b5cb176fe84cbd524cbc0ecc4750b81e
1327	2012042	2012-04-12	5	6	19	24	28	11	16	5,6,11,19,24,28	c95f5b25acd8a3f7d03ac57070536e65	12953f7a519b17fa4386640bd61aee1c
1328	2012043	2012-04-15	2	11	33	26	9	21	3	2,9,11,21,26,33	1462f03ef07465699e17ebab72885315	9f38a303e0c77eff90d0e06885a3c42f
1329	2012044	2012-04-17	9	6	25	10	14	22	3	6,9,10,14,22,25	cf9641e17a0cf6118146d8d2bf544d32	85495cdd8f20e8d2cf25cb0c35055e85
1330	2012045	2012-04-19	21	20	27	8	30	11	9	8,11,20,21,27,30	bce3b70982abbc3b6703e2cdae1da966	f5c6d74a0f82be1ce21a7f210532e685
1331	2012046	2012-04-22	20	33	19	4	12	23	6	4,12,19,20,23,33	ebe0e294b05a5f4127e1569920e731eb	483983925576bd8a41602a924c8cefaa
1332	2012047	2012-04-24	6	33	11	7	32	16	11	6,7,11,16,32,33	6f10e03c10754ba23858846916fcb158	b837f798ea3a1c81fc3c83647664615e
1333	2012048	2012-04-26	30	5	1	14	24	22	10	1,5,14,22,24,30	01201f3c64827768dc5c7dc844f65bdc	ae5ef214c8d9254c2bb94cbde6b0afac
1334	2012049	2012-04-29	20	19	4	12	13	32	2	4,12,13,19,20,32	55d972bc11961e3ad7480e79ae84bac2	1914c19ee0db44dafc92a436ef6e5509
1335	2012050	2012-05-01	15	7	13	17	24	19	11	7,13,15,17,19,24	05a2f556ced230aebc6cc95a4db77633	f341b1d52e2c7cfd26d5451c5e5813d7
1336	2012051	2012-05-03	2	14	17	12	30	31	9	2,12,14,17,30,31	fa885020f575aa65f6d819a6afab7032	de422e29cbfee40ff9dfcd6c481122c0
1337	2012052	2012-05-06	3	5	20	6	24	2	4	2,3,5,6,20,24	8ea8a52c761a6def9d384e3ca0c51280	953d38b66a99bb4d77e2cc52d2edb4f3
1338	2012053	2012-05-08	33	25	4	22	27	15	4	4,15,22,25,27,33	5e7f2008d65e54b42c0aac74d0e1dff2	a7782e79c0b40eb40c9ad02542580ee8
1339	2012054	2012-05-10	14	20	18	30	33	6	14	6,14,18,20,30,33	03d102f4b965f8a7dbc47ca8e37668fd	75a88594538f1c41009f85817d95fefe
1340	2012055	2012-05-13	6	24	28	4	13	20	1	4,6,13,20,24,28	f4e6875d3716e34fb169dfc88b4b15b7	9adca64272fb05dfdb7d668dbbc40296
1341	2012056	2012-05-15	4	14	26	31	17	7	10	4,7,14,17,26,31	905fcaf1487f5bb90a368da9ea21b858	8028d7f02a19ccb0afc5b02ed7182731
1342	2012057	2012-05-17	21	31	27	3	5	19	4	3,5,19,21,27,31	452648fa441b92cbbc9294308618ee19	ce46bf969b79f1e4c32d9dec6abf7688
1343	2012058	2012-05-20	20	26	25	3	6	15	4	3,6,15,20,25,26	c2aec9560a2feb7a4f977b37bdea8724	8929b14071ead433a5ac8255b77a9584
1344	2012059	2012-05-22	21	13	26	4	22	31	1	4,13,21,22,26,31	abeedfd6f93c86e1e27bafa2310f3456	063dd9c94d4697d38eb7e6c504656e50
1345	2012060	2012-05-24	17	16	29	7	10	13	1	7,10,13,16,17,29	accbdae48e1be97797aea2b89eac6e57	bdf94e4bb0865921f4f6f68aee357fb6
1346	2012061	2012-05-27	3	18	11	8	14	12	14	3,8,11,12,14,18	a542329592845b7d360a0fb1e77387ce	803048c28636618dfafbb97f69ad1b5c
1347	2012062	2012-05-29	2	31	17	16	20	13	7	2,13,16,17,20,31	a57e91e35edecf047dfa902f3b538be6	52cdb6f920f80d159cb5cc059201711f
1348	2012063	2012-05-31	24	17	10	2	19	27	12	2,10,17,19,24,27	3884b7d5be9bebb529309e97c44dbf0a	c5199defe01d4849d9c114eeed966019
1349	2012064	2012-06-03	23	10	16	24	11	5	11	5,10,11,16,23,24	c6a1a48725b480714782419ec5c02bae	2b6694eb6f51cc5116713d5c93408da7
1350	2012065	2012-06-05	19	8	27	10	18	31	14	8,10,18,19,27,31	efffab9f81a20c9feb50978014bc473d	0eb3589afdbbd19acaa605a167629485
1351	2012066	2012-06-07	1	26	29	2	9	33	12	1,2,9,26,29,33	1ebbc98b6d7c347829440a98bad1ff37	16259719f8cbee22364b8f934acfea51
1352	2012067	2012-06-10	4	26	30	10	21	5	16	4,5,10,21,26,30	c09163422a918f3565aa3a2f3c67666b	e244549d2917248688812ff1ac84e4ab
1353	2012068	2012-06-12	32	22	17	5	26	33	10	5,17,22,26,32,33	5af63c2fc4f82135f9dfd9506554c6dc	95d71ae3d04b1b2ce8f7d51f3ab6852d
1354	2012069	2012-06-14	20	11	18	10	29	8	6	8,10,11,18,20,29	2bb7b3468749352a5bf6f74ec37ce1a8	3db46bc43b27d03154e48ea143bdacac
1355	2012070	2012-06-17	4	2	31	32	24	3	11	2,3,4,24,31,32	d4866442d451c7e4025c5e6bef616bf0	d8b89f35cc0f82811b889fd369f0386a
1356	2012071	2012-06-19	21	19	23	22	3	4	8	3,4,19,21,22,23	ca8d9c3d2b68b16b9b4b58e67c26a1e1	245b635a7f1f31396681a6e8e95f3085
1357	2012072	2012-06-21	2	3	13	30	7	9	6	2,3,7,9,13,30	676c03b2a220883c668812ec495aeb78	026148daf00779c6fba9ce5870678ab2
1358	2012073	2012-06-24	27	17	7	9	10	4	5	4,7,9,10,17,27	ec209af89fc01eca826df802a4bf8c2c	8111e477154e68c99c89d7acae04ca2c
1359	2012074	2012-06-26	32	16	28	19	18	15	8	15,16,18,19,28,32	e3e09b32783bb9659b910e9ec42eb528	1d6d021733710ae3b2f4a5e4edac6beb
1360	2012075	2012-06-28	6	23	4	32	29	22	11	4,6,22,23,29,32	acdf19e6144726cbbb6af0cf24a243d4	7def278180a6cc761ee85d419875fcfd
1361	2012076	2012-07-01	29	22	11	18	30	27	15	11,18,22,27,29,30	6aa95b265dfe881d8f65d200abaaf11c	eb97028b88c6638c64742f636d8ba4a7
1362	2012077	2012-07-03	26	28	2	18	13	4	12	2,4,13,18,26,28	a04afbfd2b075f977c797aeb642afab8	e56c73f1fdb63eb5a3a59da57ceb9c44
1363	2012078	2012-07-05	15	24	8	22	28	33	12	8,15,22,24,28,33	cc7d4d3cc72c4db2b8d0b12ced83ccbd	b8c204609e29a6c5aef74135122cfe5c
1364	2012079	2012-07-08	33	24	6	12	30	7	12	6,7,12,24,30,33	ef84c4a769b83c4bb9bc4ac290d2c5c8	19ee69b91b9267eb770bae47909be6d8
1365	2012080	2012-07-10	9	15	14	4	16	27	3	4,9,14,15,16,27	7a00f3e13709a0c19442f7c8360bd92b	2de427cbad3d8182e8695de39dc40fc9
1366	2012081	2012-07-12	29	5	25	2	24	10	6	2,5,10,24,25,29	11cf3a6dc73677fbceeaab897cfdeb9a	6654d6aa7319ed4bb3528261fa973ae7
1367	2012082	2012-07-15	22	11	4	29	18	2	6	2,4,11,18,22,29	0ba89831d58332cc7951ca1062e79f61	d75d02d4744c5b82efdb0e482b61c896
1368	2012083	2012-07-17	4	33	15	14	26	9	4	4,9,14,15,26,33	d79e6231907c4711516c4228a36f9bb8	c734d433f6e9f939e7b2fe61d02d7f7d
1369	2012084	2012-07-19	2	28	26	20	29	10	14	2,10,20,26,28,29	16e9d4049d61fd50cf71eb676272d9b7	da38dd5bbdaa6e4d8059d89d27fb261d
1370	2012085	2012-07-22	24	17	30	5	33	31	5	5,17,24,30,31,33	d13a8266bfaaff4ec0da3e0d27f2cd90	a4c3c335e6b7b9d1d1657657b8e9a5fb
1371	2012086	2012-07-24	9	8	23	15	13	22	8	8,9,13,15,22,23	5f0cde6c3b3e49730f3370fc1c4b1898	55dbee756f88a94baaf36cc830af93b5
1372	2012087	2012-07-26	13	14	11	10	3	22	9	3,10,11,13,14,22	a4569ca721822d42fed5e5d3e997a0e2	853e3a9603619466514a7437811e4359
1373	2012088	2012-07-29	23	3	24	27	5	31	15	3,5,23,24,27,31	d93ae6052b20f19fed194604431aef7c	cd57a672237c93a361566278b30fbc79
1374	2012089	2012-07-31	25	3	13	14	10	7	11	3,7,10,13,14,25	6e69914dabf980d593e18f0302567770	4af7a18e489ec4d657c8e0c4a3db1d81
1375	2012090	2012-08-02	20	30	25	2	29	13	11	2,13,20,25,29,30	55adefa5849ee5b11471d52ff0f0379a	a769e1e3ee72144bff91c5413a1906b6
1376	2012091	2012-08-05	7	5	21	19	8	1	16	1,5,7,8,19,21	f52ef1eb50002b6e949cd1d370580d9d	405710a01e32507055a47794cc3c6543
1377	2012092	2012-08-07	17	18	32	28	6	13	3	6,13,17,18,28,32	cb5418f982f52cea0bead3fd66f5c566	dccc512f1ac761a7a50db21278acf71b
1378	2012093	2012-08-09	19	24	33	21	3	5	13	3,5,19,21,24,33	dd2a0caf0b068dd340c5ab7a313fce79	c3a24af54e6289d6deb539b5e78f1738
1379	2012094	2012-08-12	14	9	33	23	16	6	15	6,9,14,16,23,33	7e3000d3474f5b60deed200592ecfba3	7fe2fc1ace0fd642bab446ed456fff5a
1380	2012095	2012-08-14	24	29	17	27	28	30	2	17,24,27,28,29,30	95647a6609c11785a1cccd81f1411807	d3bf69651502e72ed5cf8a590a446090
1381	2012096	2012-08-16	7	29	11	16	33	4	7	4,7,11,16,29,33	25735dccc1718407c2d0b23e071e8b6a	b4815fe86aeed4de0d6635ec22d1ca39
1382	2012097	2012-08-19	14	13	8	22	19	5	6	5,8,13,14,19,22	45da91c27a25de71f60ecca488219615	dd68c7a7d5ad3aacb1885b2ace9ba627
1383	2012098	2012-08-21	12	31	19	26	29	2	9	2,12,19,26,29,31	b1bb9ce20d82eee8a5591303fe217853	efd01ad0ea08ad7e089d36d3ab0d17ea
1384	2012099	2012-08-23	21	8	27	16	15	12	16	8,12,15,16,21,27	ba793401628360ec3aeddf7706102351	c06bfa4587219d6da7d0325ecb7b4736
1385	2012100	2012-08-26	33	15	5	7	25	18	10	5,7,15,18,25,33	f7f76c736c0850f5426f7841f9402e7d	b94a9f95869c051938dda5e9dcc43bdb
1386	2012101	2012-08-28	33	12	9	17	18	20	2	9,12,17,18,20,33	49d0863c7189c251df5196cf4652cda4	4f772fe5caf1d5d2c47194099cfdbd7d
1387	2012102	2012-08-30	13	25	30	27	29	28	15	13,25,27,28,29,30	ad460efc5e0b8cf1630676b69333693e	ae07e969666ba990b4b39fad8b5d78e7
1388	2012103	2012-09-02	9	4	14	11	33	32	2	4,9,11,14,32,33	ffd687a21b5d6645e8c78dfcb12be349	4ef70e128be82a1e3c64787abfa990f8
1389	2012104	2012-09-04	28	19	9	5	4	10	3	4,5,9,10,19,28	f0ebe2ce6311b70386d6327cd63f361c	c87b40bf1b7f9acce220554bdbe609da
1390	2012105	2012-09-06	17	6	13	15	14	30	4	6,13,14,15,17,30	db833f2665ac0e0857fca45be5112fc2	2f8e3367e3c1abd250eb375b1a4dd67c
1391	2012106	2012-09-09	32	13	22	20	14	23	16	13,14,20,22,23,32	aba8d52cd268d70387eae16619282f3d	6079c17e44ecd9d68ff1099edf798e42
1392	2012107	2012-09-11	31	15	11	25	24	12	9	11,12,15,24,25,31	c5bf24a18dd5c8c5dc9c44f9bcdb7f90	28ac519d0b2be5744eab9723fa20be1d
1393	2012108	2012-09-13	13	12	19	1	9	28	13	1,9,12,13,19,28	57f22b2e4a8be81161c5b753f4a4a531	030c11b38109c75fa5321037d6bc06d2
1394	2012109	2012-09-16	29	12	31	2	26	24	3	2,12,24,26,29,31	9bc04a3e4787d5835d3d30af317a78a5	94f877d6bf5a6bb048017cecace646b9
1395	2012110	2012-09-18	7	3	13	10	32	22	9	3,7,10,13,22,32	7e07c09b7c7765124bcb86eb3c92670b	d75951925e2f29bef751942de16148ff
1396	2012111	2012-09-20	10	31	9	20	22	2	13	2,9,10,20,22,31	70b73aa438c9a51117c23fabba1c0b77	09feaff1e4ddf0f44ba0e1f6f7d5ba58
1397	2012112	2012-09-23	15	31	20	21	27	8	6	8,15,20,21,27,31	1026454664d9ed03b78028a9bd812cf4	46823dc58a9c2f6effe0368c413e288a
1398	2012113	2012-09-25	6	9	18	3	32	13	6	3,6,9,13,18,32	4d5575328ec7b56b98140e30db8dfc46	e98c54b8ea9376f591ec3d6fafb65909
1399	2012114	2012-09-27	29	6	11	26	27	1	15	1,6,11,26,27,29	b7a99e577d6f5cfbe652466e23bc1ab1	06288358b9072052ff947381990272a8
1400	2012115	2012-09-30	3	32	24	20	26	8	14	3,8,20,24,26,32	0d28bcabb34936ad6d6411ca18b26f27	2679d8f32e10bd3ca8430026b084fe67
1401	2012116	2012-10-02	31	29	32	21	3	26	3	3,21,26,29,31,32	529723498b9205598ba3ef6f6945959b	723e0d58ffe612dcba13e3a04c5f3377
1402	2012117	2012-10-04	24	15	18	20	28	13	9	13,15,18,20,24,28	61a24511b43ca8ac263efb0206662f9a	1024145108ad66e08b07234bd86f1eac
1403	2012118	2012-10-07	6	12	5	15	7	28	11	5,6,7,12,15,28	df6040e7c38fc449838237ec94564839	0262a0fca66c88ece4b5ca50aa0e7a06
1404	2012119	2012-10-09	12	20	27	25	26	28	13	12,20,25,26,27,28	e641534dfad8672ea57c2eb78a1a72af	b9c9915dd0bc8ab2c4b18ccb87b65d0d
1405	2012120	2012-10-11	1	4	20	24	28	29	16	1,4,20,24,28,29	28767ecbd12b7e1d2738b5ad92e57c7b	de99cf6859db227e60d389b99c33fd12
1406	2012121	2012-10-14	1	20	7	24	8	23	11	1,7,8,20,23,24	fa3ba31796bc94310b5af9f5469d2a9f	44592951351d7c5723e8d483d5c3231e
1407	2012122	2012-10-16	19	29	12	22	28	13	11	12,13,19,22,28,29	66f0d553bf9bcd0e83c1b19a86dd5e76	dbfee65ec453f209bd12638468589675
1408	2012123	2012-10-18	10	8	25	16	28	33	9	8,10,16,25,28,33	995e1c60f3c7dc811f4ff080926b0bf6	f53582c03e2de4319addf38a1932baed
1409	2012124	2012-10-21	7	33	21	27	6	25	11	6,7,21,25,27,33	fe9ba9cc8f01420e2ab43c96046bc1cb	baa6411cad12a31f57db3e3b28074858
1410	2012125	2012-10-23	12	13	26	29	8	33	1	8,12,13,26,29,33	0775de160960db598e4b66e514493b6e	757172e934932581a82c9007428c226c
1411	2012126	2012-10-25	12	24	5	23	15	3	7	3,5,12,15,23,24	4385cd27485a275aaece6da3d13adedb	ac6b9fb9add03b12adbbac6a8aa4f0c4
1412	2012127	2012-10-28	26	9	11	21	32	1	8	1,9,11,21,26,32	1ca22530e9a5ba1ce094a23b9826d479	975e4cea301d8cde498d7108bdc11e74
1413	2012128	2012-10-30	30	12	5	9	31	29	5	5,9,12,29,30,31	84b072644f042effd75467144db7d93c	609f43b978f29ce1bf4ebcfd60692fa9
1414	2012129	2012-11-01	21	1	7	9	17	29	1	1,7,9,17,21,29	32cf57e097c369a69eadddfba8748615	2242dbe921defa672bb0fc48125eac06
1415	2012130	2012-11-04	20	15	22	31	1	3	3	1,3,15,20,22,31	1a4bf58f5bf47b4b052e461ea4095cdd	f259e78cae4721caa9ca1f094d9ff401
1416	2012131	2012-11-06	6	19	32	28	26	18	12	6,18,19,26,28,32	5fc19d730cffc62b8a00d64104710be8	62eee6fd1e31b5baf43258d87a4d871e
1417	2012132	2012-11-08	16	25	7	12	17	21	10	7,12,16,17,21,25	aaca339ff6e828d002c15afe4c7471d9	902749d6e021703738e0bfb17cba84ac
1418	2012133	2012-11-11	20	1	29	21	8	11	2	1,8,11,20,21,29	1250617e59a84f6eff74fc0a7f107eb8	1b7dfd837bd054bbb6bdfb101ca836ed
1419	2012134	2012-11-13	5	7	13	6	23	2	15	2,5,6,7,13,23	35df7ce8331a3dc11daa74a8bd372274	4d5ab52ad9989e44d36621bc5ee3cab7
1420	2012135	2012-11-15	2	8	11	17	7	5	16	2,5,7,8,11,17	15822db592f8a9729151ae1f28fab746	ab1ccf26b82b5a5acb206d136ea03754
1421	2012136	2012-11-18	7	21	28	17	2	8	11	2,7,8,17,21,28	d4b24b0890ecc8977c49dd96e0014222	977e225d3afc3f1c92f51d55170efa15
1422	2012137	2012-11-20	1	13	17	2	4	6	7	1,2,4,6,13,17	3058e18444d58228ac38d1538408c67f	64737220657f212042aa973d7cb1e2d0
1423	2012138	2012-11-22	7	16	21	17	1	19	14	1,7,16,17,19,21	aa4d546730aff1dfa0f27b3758f14bc8	763d38df065dc6feb9bbcac05903fbe1
1424	2012139	2012-11-25	8	24	21	31	28	19	15	8,19,21,24,28,31	8d9b87a84ac99854e87667e03bd10601	2ff5d2692ec3cbfdf04e60e7118c4529
1425	2012140	2012-11-27	31	30	33	14	27	18	15	14,18,27,30,31,33	4f20c034d24e012d0de2ded8d1c507cf	34f52dcf71237c152e1d5c8f3751808d
1426	2012141	2012-11-29	20	8	5	3	27	19	9	3,5,8,19,20,27	62d73ae3f1dfff7298008dd9f0bfe7cf	7d068b86b20ddd2dba5eb08ab38c0391
1427	2012142	2012-12-02	31	22	5	29	18	28	6	5,18,22,28,29,31	76b47ce6bf97eab46e1fb9303c5b07d9	e263a1e9f79ee6b1e05edfda1906aea0
1428	2012143	2012-12-04	8	25	7	30	18	32	6	7,8,18,25,30,32	426d7e584bc2cf7fb78626b7f8b0d15e	885d996be48f42f8d271d339a956e85c
1429	2012144	2012-12-06	3	10	13	30	12	27	4	3,10,12,13,27,30	90b7c1439e348b35613eaf242cdb2698	2175416e8b7563cd415ebf34b7c7141b
1430	2012145	2012-12-09	5	28	26	27	20	33	3	5,20,26,27,28,33	457815f85f5c1087a0a14c76e7d53776	34adf2ccc1fc46f386f859732ca545a7
1431	2012146	2012-12-11	7	5	32	1	29	13	13	1,5,7,13,29,32	45d3c94297c32753f684495e188f3cfd	92e3a15a60866892de8a055a01b044f1
1432	2012147	2012-12-13	24	15	23	32	2	12	9	2,12,15,23,24,32	51139b93d878752b502eada77cb93d1d	c649440ed720f7b288dbfbf3489db4f7
1433	2012148	2012-12-16	3	21	6	11	31	17	7	3,6,11,17,21,31	b0c9475123ab3552d53c6a366f9c97d8	827c8a02d900496f67ee44456a6732a0
1434	2012149	2012-12-18	26	25	32	1	13	5	13	1,5,13,25,26,32	43b652151653679f28e5bc9df9f09474	27ff6ddad316915ad51648ccd0aada0c
1435	2012150	2012-12-20	17	23	24	9	26	11	7	9,11,17,23,24,26	3caba49f705bcd30e6d309ef1f2a0f99	51e3d4c8b752b7c5bec766fc9f083d62
1436	2012151	2012-12-23	25	24	32	14	26	5	1	5,14,24,25,26,32	27e10014cd177a7f6d252683339da8bd	c41c7e515e949ebfebc77ce8f4ee7c68
1437	2012152	2012-12-25	28	10	29	12	18	22	7	10,12,18,22,28,29	f020531451f0457ad43e0429b130ab61	8db59678f862b758572a09c6419a1d79
1438	2012153	2012-12-27	21	11	4	5	28	27	10	4,5,11,21,27,28	a8d58e72a73625b5823b3c91c5093c23	040b6f254b588c0ee96283a5a3e13189
1439	2012154	2012-12-30	5	16	12	32	28	7	4	5,7,12,16,28,32	7b463b4ec82fed1482ae15a5eeb9ed48	584ed463bb2873b11253d6f2db961b46
1440	2013001	2013-01-01	6	15	25	8	24	14	6	6,8,14,15,24,25	e6f9961bc2cc31be31044ea842486a94	68f9a1a963074dbacda2541cf623be51
1441	2013002	2013-01-03	16	30	1	22	28	18	12	1,16,18,22,28,30	9bed57a7bfd78c1b403f7ca013d3071d	930c014c68f47994e38116427d91cb71
1442	2013003	2013-01-06	22	28	23	26	33	27	9	22,23,26,27,28,33	2aa220adee67255e52cbbdae519f85c2	dde44e3354e4e639025ec95a4289a1d5
1443	2013004	2013-01-08	10	27	6	16	20	32	8	6,10,16,20,27,32	2745e8222c36283c9817d29f8444dc12	01788dad130120c69e3f8f01104d56b0
1444	2013005	2013-01-10	1	25	32	13	31	14	12	1,13,14,25,31,32	fc8885ceeeed752c773510d867d4e4c5	2d567dce05b3e2819cd1855533c623e3
